W/L,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,O-FG,O-FGA,O-FG%,O-3P,O-3PA,O-3P%,O-FT,O-FTA,O-FT%,O-ORB,O-TRB,O-AST,O-STL,O-BLK,O-TOV,O-PF
L,46,90,0.511,14,35,0.4,15,18,0.833,11,52,19,4,6,16,20,48,101,0.475,18,40,0.45,8,11,0.727,10,37,23,8,6,6,17
W,50,90,0.556,20,36,0.556,18,26,0.692,11,60,25,6,4,17,17,34,99,0.343,10,45,0.222,21,25,0.84,10,43,14,5,6,11,22
L,41,95,0.432,7,38,0.184,21,29,0.724,17,44,24,7,5,11,21,46,85,0.541,16,27,0.593,22,27,0.815,8,46,27,5,4,15,23
W,51,92,0.554,29,51,0.569,13,15,0.867,10,45,32,14,2,17,22,37,79,0.468,11,37,0.297,12,18,0.667,3,30,23,9,6,21,18
L,40,102,0.392,16,41,0.39,12,13,0.923,16,47,26,14,6,13,25,40,82,0.488,15,39,0.385,24,29,0.828,10,52,25,5,5,22,18
W,42,85,0.494,22,45,0.489,20,30,0.667,5,44,27,16,6,17,19,38,87,0.437,6,26,0.231,14,20,0.7,6,42,18,10,6,20,21
W,49,85,0.576,14,34,0.412,13,16,0.813,7,49,32,6,4,19,18,43,98,0.439,17,40,0.425,12,12,1,6,31,27,9,5,8,17
W,49,90,0.544,19,43,0.442,13,21,0.619,9,47,35,5,4,14,22,38,97,0.392,13,41,0.317,26,30,0.867,15,47,20,6,3,9,20
L,44,98,0.449,13,42,0.31,17,21,0.81,9,45,18,5,5,12,19,49,97,0.505,25,53,0.472,8,13,0.615,10,50,31,6,8,10,18
W,37,84,0.44,12,36,0.333,14,18,0.778,11,45,25,11,4,15,14,36,87,0.414,7,26,0.269,11,16,0.688,14,47,16,6,4,15,18
W,46,91,0.505,13,35,0.371,16,20,0.8,11,43,25,15,7,14,17,39,91,0.429,11,31,0.355,10,13,0.769,15,44,24,5,4,18,13
W,41,85,0.482,19,43,0.442,9,14,0.643,10,48,31,10,9,14,20,36,92,0.391,14,35,0.4,15,22,0.682,13,47,25,8,3,16,19
W,43,96,0.448,14,37,0.378,12,25,0.48,16,57,22,5,3,10,14,45,97,0.464,13,36,0.361,6,13,0.462,11,51,22,5,6,9,23
L,46,105,0.438,11,38,0.289,20,24,0.833,11,41,21,9,2,5,15,46,84,0.548,15,31,0.484,18,21,0.857,7,49,26,2,5,17,19
L,44,87,0.506,9,28,0.321,9,12,0.75,5,46,27,5,5,14,18,41,88,0.466,19,37,0.514,12,15,0.8,6,38,25,8,8,10,14
W,50,91,0.549,10,31,0.323,19,27,0.704,16,52,32,4,2,16,16,42,83,0.506,14,39,0.359,17,22,0.773,5,27,27,8,4,9,23
W,40,93,0.43,16,44,0.364,19,26,0.731,14,59,30,9,3,14,14,38,94,0.404,22,55,0.4,10,12,0.833,10,46,26,8,8,11,20
L,48,96,0.5,13,35,0.371,17,22,0.773,12,49,29,5,5,12,19,45,96,0.469,21,48,0.438,20,28,0.714,12,45,32,7,3,9,16
L,40,82,0.488,18,45,0.4,16,24,0.667,8,46,22,6,6,15,17,44,92,0.478,21,44,0.477,17,20,0.85,7,41,32,8,5,9,20
W,53,96,0.552,21,42,0.5,7,12,0.583,9,53,38,10,7,12,13,39,104,0.375,15,42,0.357,13,13,1,14,45,19,8,6,11,10
W,48,102,0.471,21,48,0.438,13,14,0.929,11,53,33,13,7,12,11,43,95,0.453,11,34,0.324,13,15,0.867,8,46,28,7,6,14,13
W,50,97,0.515,7,22,0.318,16,22,0.727,13,54,28,6,7,11,18,41,92,0.446,11,32,0.344,12,16,0.75,6,36,23,7,9,11,19
W,47,86,0.547,16,34,0.471,14,23,0.609,6,43,25,10,2,8,20,39,86,0.453,6,28,0.214,15,21,0.714,8,40,21,4,1,13,19
W,45,89,0.506,16,40,0.4,19,22,0.864,11,50,24,7,7,10,19,41,94,0.436,15,36,0.417,15,16,0.938,8,38,22,5,4,9,15
L,43,85,0.506,16,37,0.432,22,30,0.733,10,39,23,6,0,9,21,46,87,0.529,15,31,0.484,18,25,0.72,12,47,25,7,2,11,19
L,42,92,0.457,12,33,0.364,19,27,0.704,6,33,19,8,6,10,28,43,82,0.524,14,38,0.368,29,34,0.853,7,46,22,4,5,17,22
L,45,97,0.464,13,38,0.342,6,9,0.667,12,47,24,9,5,14,16,45,95,0.474,15,36,0.417,9,16,0.563,12,49,32,8,1,13,14
L,40,83,0.482,14,37,0.378,19,25,0.76,5,41,25,10,5,17,17,46,91,0.505,17,43,0.395,15,21,0.714,8,44,25,8,6,15,18
L,35,88,0.398,10,34,0.294,16,23,0.696,15,52,23,6,2,15,23,38,78,0.487,12,35,0.343,22,23,0.957,2,37,26,6,6,9,21
W,35,86,0.407,11,34,0.324,17,25,0.68,11,61,23,5,6,12,18,31,85,0.365,12,40,0.3,11,21,0.524,8,46,20,4,5,10,23
W,44,90,0.489,11,28,0.393,29,36,0.806,14,56,22,8,5,17,19,44,100,0.44,12,33,0.364,15,20,0.75,14,43,29,6,3,12,26
W,53,99,0.535,20,42,0.476,13,18,0.722,9,52,33,11,5,8,13,42,98,0.429,19,54,0.352,9,9,1,7,43,35,4,5,14,16
W,52,96,0.542,13,31,0.419,12,16,0.75,8,42,21,4,8,9,13,51,102,0.5,13,39,0.333,10,14,0.714,12,47,32,5,4,9,17
W,38,85,0.447,12,38,0.316,17,22,0.773,8,48,21,7,5,11,11,40,97,0.412,14,44,0.318,6,7,0.857,13,49,20,7,3,8,19
L,32,79,0.405,11,40,0.275,22,31,0.71,11,40,22,4,4,13,18,53,95,0.558,11,30,0.367,11,12,0.917,9,45,28,10,3,10,19
W,42,95,0.442,10,34,0.294,18,22,0.818,13,52,21,11,5,16,19,40,101,0.396,8,34,0.235,23,24,0.958,17,56,21,13,8,12,20
W,50,87,0.575,18,38,0.474,16,17,0.941,5,43,29,9,9,12,18,37,88,0.42,13,37,0.351,14,21,0.667,10,38,19,3,5,14,19
W,43,99,0.434,17,45,0.378,22,25,0.88,13,57,33,9,3,18,19,43,94,0.457,16,41,0.39,17,22,0.773,6,41,25,9,2,15,20
W,52,94,0.553,11,28,0.393,18,19,0.947,9,46,29,6,5,16,20,44,87,0.506,16,38,0.421,18,24,0.75,2,33,34,5,1,14,18
W,41,101,0.406,9,39,0.231,18,24,0.75,12,58,22,11,1,22,11,43,109,0.394,14,41,0.341,5,8,0.625,13,59,28,14,7,20,23
W,45,92,0.489,14,38,0.368,16,18,0.889,6,49,24,5,3,11,11,46,96,0.479,12,33,0.364,9,10,0.9,5,41,29,6,4,9,11
W,53,94,0.564,24,39,0.615,10,15,0.667,8,55,35,3,5,15,16,45,111,0.405,12,50,0.24,11,12,0.917,11,40,27,8,3,6,16
W,45,90,0.5,17,37,0.459,14,20,0.7,13,46,19,8,5,16,14,45,94,0.479,19,47,0.404,10,10,1,9,38,24,9,6,12,15
L,44,99,0.444,19,47,0.404,7,11,0.636,16,49,24,7,3,16,16,43,88,0.489,22,47,0.468,14,16,0.875,8,44,27,10,8,14,16
L,36,87,0.414,14,36,0.389,10,16,0.625,15,48,21,11,7,16,11,40,93,0.43,16,44,0.364,6,8,0.75,12,44,28,9,11,14,19
L,38,81,0.469,11,30,0.367,18,21,0.857,5,32,18,8,4,12,14,51,95,0.537,19,34,0.559,8,10,0.8,13,46,25,5,2,12,15
W,42,79,0.532,14,26,0.538,14,18,0.778,7,42,23,13,8,21,17,35,87,0.402,10,36,0.278,17,22,0.773,11,40,22,9,5,22,22
W,49,90,0.544,12,39,0.308,17,19,0.895,4,50,25,7,5,15,18,36,99,0.364,21,54,0.389,16,22,0.727,13,45,19,11,3,13,18
W,50,93,0.538,11,31,0.355,18,20,0.9,12,47,31,10,3,13,15,49,99,0.495,17,39,0.436,13,13,1,12,40,31,7,4,12,17
L,44,86,0.512,14,32,0.438,19,22,0.864,6,40,25,7,2,14,13,46,96,0.479,15,40,0.375,15,17,0.882,12,42,28,6,5,11,18
L,38,100,0.38,12,33,0.364,13,16,0.813,14,52,16,8,1,9,20,43,97,0.443,17,45,0.378,13,18,0.722,15,56,23,6,8,11,15
L,44,98,0.449,14,38,0.368,17,23,0.739,13,48,23,10,3,17,14,44,91,0.484,19,50,0.38,20,22,0.909,13,49,35,4,10,18,19
W,46,94,0.489,19,40,0.475,13,15,0.867,12,56,28,8,7,11,15,32,86,0.372,8,36,0.222,15,19,0.789,7,37,19,8,6,14,13
W,46,98,0.469,19,40,0.475,19,23,0.826,7,52,26,14,4,16,20,34,92,0.37,15,41,0.366,22,31,0.71,10,47,22,13,7,16,17
W,46,95,0.484,16,43,0.372,12,17,0.706,14,51,25,8,1,8,16,39,86,0.453,14,34,0.412,17,19,0.895,8,39,23,5,4,11,15
L,39,91,0.429,16,47,0.34,21,27,0.778,13,45,27,7,1,16,8,51,93,0.548,15,40,0.375,11,12,0.917,7,43,31,10,3,10,18
L,49,102,0.48,11,34,0.324,18,19,0.947,9,51,19,7,3,11,15,51,106,0.481,17,42,0.405,9,10,0.9,8,45,28,7,4,11,16
W,45,81,0.556,20,40,0.5,14,23,0.609,6,45,32,6,8,16,16,46,91,0.505,12,27,0.444,13,18,0.722,7,33,27,7,3,8,17
W,49,95,0.516,18,40,0.45,16,24,0.667,16,55,33,10,4,15,28,31,82,0.378,7,31,0.226,25,34,0.735,10,41,15,11,4,17,20
L,39,81,0.481,8,28,0.286,18,23,0.783,4,41,20,6,6,12,18,40,88,0.455,13,35,0.371,18,23,0.783,5,44,23,6,1,9,20
W,47,93,0.505,9,35,0.257,11,14,0.786,9,48,28,13,3,15,24,38,82,0.463,12,35,0.343,16,23,0.696,7,38,26,6,7,17,17
L,49,93,0.527,16,39,0.41,22,25,0.88,8,38,27,12,5,14,21,49,98,0.5,25,46,0.543,20,24,0.833,16,52,23,6,6,18,23
W,42,90,0.467,9,25,0.36,15,20,0.75,8,51,24,5,5,10,19,37,96,0.385,10,33,0.303,14,21,0.667,14,50,23,5,5,10,18
W,48,98,0.49,15,37,0.405,6,12,0.5,8,45,19,9,11,10,18,41,96,0.427,17,42,0.405,15,17,0.882,14,53,18,5,1,16,11
W,44,98,0.449,14,37,0.378,22,27,0.815,15,55,23,7,3,12,21,41,84,0.488,20,43,0.465,16,26,0.615,6,39,21,6,6,13,25
W,48,89,0.539,18,37,0.486,21,28,0.75,10,45,30,4,6,19,31,47,96,0.49,8,22,0.364,32,43,0.744,11,43,27,6,6,7,23
W,51,95,0.537,19,46,0.413,20,23,0.87,13,53,30,8,5,17,14,48,96,0.5,25,53,0.472,12,18,0.667,7,37,36,10,5,16,21
L,47,94,0.5,13,41,0.317,18,23,0.783,8,34,26,6,6,7,13,56,94,0.596,17,29,0.586,17,21,0.81,9,46,27,6,5,12,16
W,43,101,0.426,8,33,0.242,20,27,0.741,17,63,16,10,1,9,15,39,94,0.415,10,30,0.333,14,20,0.7,10,52,18,6,2,12,20
W,54,94,0.574,11,30,0.367,23,31,0.742,10,51,34,5,6,12,10,50,110,0.455,21,43,0.488,12,15,0.8,12,40,34,6,2,7,22
W,46,86,0.535,13,35,0.371,17,24,0.708,5,48,29,4,3,11,15,40,96,0.417,22,49,0.449,6,8,0.75,9,38,25,8,3,11,18
L,38,90,0.422,12,37,0.324,24,32,0.75,10,41,14,13,5,11,16,45,87,0.517,14,32,0.438,14,19,0.737,8,45,23,8,8,16,20
W,42,92,0.457,15,35,0.429,26,32,0.813,13,57,24,11,7,20,22,37,99,0.374,10,33,0.303,15,23,0.652,13,47,26,6,6,18,24
W,41,76,0.539,15,29,0.517,26,31,0.839,9,43,21,5,10,15,22,37,98,0.378,8,27,0.296,13,19,0.684,20,47,23,6,5,15,27
L,35,82,0.427,17,47,0.362,17,25,0.68,6,46,23,4,5,19,17,43,96,0.448,10,34,0.294,10,17,0.588,13,52,35,8,3,12,25
L,41,100,0.41,14,42,0.333,15,17,0.882,13,50,28,13,6,17,20,42,98,0.429,10,29,0.345,22,29,0.759,16,56,20,10,4,19,17
W,54,100,0.54,19,41,0.463,18,23,0.783,9,40,30,6,3,8,24,47,99,0.475,18,46,0.391,29,35,0.829,17,54,27,5,2,12,19
L,35,86,0.407,7,37,0.189,19,23,0.826,10,45,19,6,6,15,16,43,93,0.462,16,39,0.41,12,14,0.857,10,48,24,8,3,9,20
L,40,81,0.494,14,32,0.438,28,31,0.903,7,51,25,5,9,20,24,43,104,0.413,12,33,0.364,25,34,0.735,13,49,27,9,3,7,22
W,52,93,0.559,14,36,0.389,12,16,0.75,8,51,31,11,5,12,22,33,86,0.384,11,34,0.324,19,27,0.704,9,41,17,6,3,15,18
W,44,97,0.454,15,37,0.405,19,29,0.655,11,48,30,11,7,12,17,41,87,0.471,9,26,0.346,18,20,0.9,4,47,23,6,6,20,25
L,38,81,0.469,14,31,0.452,20,21,0.952,4,42,26,6,4,20,13,45,98,0.459,13,32,0.406,12,14,0.857,12,46,29,14,6,12,18
L,43,85,0.506,10,34,0.294,20,24,0.833,6,43,23,3,2,17,18,49,90,0.544,15,39,0.385,16,17,0.941,3,34,24,12,4,10,22
W,48,79,0.608,16,32,0.5,10,15,0.667,8,41,31,6,6,18,18,44,88,0.5,18,37,0.486,10,16,0.625,9,32,28,12,5,13,18
W,44,91,0.484,16,40,0.4,12,17,0.706,12,46,29,3,5,6,12,44,92,0.478,11,28,0.393,10,12,0.833,12,43,22,4,3,9,16
W,42,78,0.538,16,35,0.457,22,25,0.88,4,41,24,9,5,19,14,44,95,0.463,14,46,0.304,13,16,0.813,9,38,28,13,4,12,19
W,46,84,0.548,15,31,0.484,18,21,0.857,7,49,26,2,5,17,19,46,105,0.438,11,38,0.289,20,24,0.833,11,41,21,9,2,5,15
L,48,106,0.453,15,41,0.366,24,27,0.889,13,52,30,8,11,16,24,56,109,0.514,20,40,0.5,15,21,0.714,12,50,29,10,6,14,21
L,42,87,0.483,14,43,0.326,15,17,0.882,6,29,23,5,8,11,25,45,87,0.517,8,25,0.32,27,32,0.844,13,50,24,7,3,12,18
W,44,83,0.53,19,37,0.514,21,26,0.808,9,47,34,0,6,16,26,42,89,0.472,13,46,0.283,27,32,0.844,2,31,29,7,1,8,23
W,34,85,0.4,11,38,0.289,19,22,0.864,6,49,24,6,5,7,18,31,84,0.369,11,43,0.256,12,17,0.706,8,45,20,3,7,12,21
W,52,98,0.531,11,32,0.344,17,20,0.85,11,36,29,7,10,9,25,45,94,0.479,13,33,0.394,25,28,0.893,12,37,29,3,7,9,18
W,57,100,0.57,19,45,0.422,14,16,0.875,10,50,33,7,4,11,25,40,86,0.465,16,38,0.421,29,34,0.853,6,36,23,4,4,12,12
L,50,88,0.568,19,36,0.528,27,33,0.818,7,45,33,6,5,17,24,56,108,0.519,12,39,0.308,25,32,0.781,11,39,24,10,2,7,22
W,45,79,0.57,13,31,0.419,21,26,0.808,6,44,25,6,4,16,17,45,99,0.455,15,36,0.417,15,17,0.882,11,39,21,12,5,8,18
L,39,80,0.488,17,42,0.405,22,29,0.759,8,40,29,5,6,18,19,49,97,0.505,13,32,0.406,12,14,0.857,12,41,22,10,6,10,25
L,39,88,0.443,15,41,0.366,15,17,0.882,8,34,21,6,3,17,18,48,94,0.511,10,27,0.37,18,22,0.818,13,51,27,12,4,15,15
L,43,86,0.5,11,30,0.367,14,16,0.875,8,34,30,8,6,15,22,47,84,0.56,13,29,0.448,15,21,0.714,7,37,28,10,6,13,16
W,32,76,0.421,9,31,0.29,31,35,0.886,9,46,20,2,5,12,20,36,92,0.391,15,38,0.395,7,11,0.636,10,43,26,4,5,8,21
W,50,93,0.538,16,39,0.41,18,20,0.9,8,45,35,9,5,13,15,44,90,0.489,9,34,0.265,20,25,0.8,5,37,25,6,6,13,15
W,51,89,0.573,27,47,0.574,7,12,0.583,9,35,31,7,4,15,16,51,96,0.531,12,33,0.364,11,13,0.846,15,41,24,6,6,13,13
W,47,82,0.573,20,40,0.5,14,15,0.933,4,37,28,4,4,10,11,48,88,0.545,16,37,0.432,12,12,1,4,34,28,7,3,6,15
W,38,77,0.494,18,39,0.462,15,24,0.625,8,39,23,9,3,13,18,40,83,0.482,8,30,0.267,10,14,0.714,10,39,21,7,4,16,16
W,44,92,0.478,11,38,0.289,13,19,0.684,9,40,21,10,4,6,19,40,87,0.46,15,35,0.429,13,18,0.722,16,52,24,3,4,16,17
W,44,89,0.494,17,40,0.425,22,31,0.71,10,41,30,8,5,8,16,45,87,0.517,15,31,0.484,13,19,0.684,5,38,25,6,7,15,17
W,49,92,0.533,20,45,0.444,11,14,0.786,7,51,30,11,2,13,18,35,87,0.402,9,36,0.25,13,15,0.867,4,35,19,8,1,18,10
L,35,86,0.407,14,44,0.318,14,19,0.737,14,47,21,5,4,19,16,45,86,0.523,14,36,0.389,11,17,0.647,6,36,23,12,8,8,15
W,47,100,0.47,17,41,0.415,13,17,0.765,13,51,35,6,8,5,13,44,97,0.454,15,35,0.429,10,15,0.667,9,48,30,2,3,9,16
W,49,85,0.576,17,35,0.486,17,24,0.708,10,53,33,5,1,14,24,38,91,0.418,18,43,0.419,20,28,0.714,12,37,24,10,5,9,18
W,42,88,0.477,19,42,0.452,18,22,0.818,11,45,21,3,5,14,22,41,91,0.451,13,40,0.325,14,22,0.636,11,39,22,10,10,11,13
W,39,80,0.488,6,27,0.222,16,22,0.727,5,35,22,8,7,12,16,36,89,0.404,8,32,0.25,15,20,0.75,12,46,26,10,8,12,16
W,44,76,0.579,12,29,0.414,17,22,0.773,3,41,29,3,6,15,19,37,92,0.402,15,42,0.357,23,27,0.852,13,40,16,9,2,8,22
W,42,87,0.483,9,27,0.333,31,40,0.775,15,50,22,10,2,16,20,43,84,0.512,9,32,0.281,20,25,0.8,4,34,29,10,3,16,28
L,43,91,0.473,10,37,0.27,17,23,0.739,9,39,24,9,3,8,16,43,84,0.512,21,40,0.525,14,20,0.7,8,44,26,4,1,17,20
W,44,90,0.489,9,29,0.31,16,22,0.727,10,35,24,11,8,7,18,42,79,0.532,7,21,0.333,15,19,0.789,10,43,24,5,4,19,22
W,43,87,0.494,9,30,0.3,21,27,0.778,10,47,25,5,2,8,17,36,90,0.4,19,55,0.345,21,23,0.913,13,44,25,4,5,8,20
L,35,97,0.361,7,35,0.2,11,15,0.733,13,48,19,9,1,9,10,41,91,0.451,23,55,0.418,13,14,0.929,11,56,24,6,6,11,15
W,37,84,0.44,13,33,0.394,26,34,0.765,16,49,19,3,4,10,27,33,73,0.452,11,31,0.355,34,47,0.723,7,36,19,6,4,9,30
W,40,85,0.471,10,30,0.333,22,25,0.88,7,50,31,10,7,14,18,40,103,0.388,14,44,0.318,13,17,0.765,17,51,23,10,10,15,25
W,44,90,0.489,13,36,0.361,19,19,1,12,45,25,6,3,11,21,39,78,0.5,13,40,0.325,17,24,0.708,6,31,22,5,8,13,21
W,44,91,0.484,20,45,0.444,3,4,0.75,13,56,34,8,5,15,18,30,86,0.349,13,38,0.342,16,19,0.842,11,43,22,11,5,11,9
L,45,93,0.484,11,28,0.393,6,7,0.857,4,35,28,3,3,5,17,43,78,0.551,8,22,0.364,21,30,0.7,6,40,29,4,3,9,11
W,42,92,0.457,10,32,0.313,20,26,0.769,11,45,27,6,6,10,14,40,86,0.465,14,29,0.483,18,22,0.818,5,41,24,7,4,12,25
W,51,92,0.554,19,41,0.463,18,22,0.818,10,45,37,10,8,17,31,38,89,0.427,6,27,0.222,29,39,0.744,17,40,23,9,2,14,14
L,35,80,0.438,5,27,0.185,26,30,0.867,9,42,19,6,10,19,20,47,93,0.505,19,34,0.559,13,20,0.65,12,47,30,12,4,14,24
W,46,91,0.505,15,36,0.417,20,24,0.833,11,57,31,8,4,18,22,30,87,0.345,13,49,0.265,24,33,0.727,11,44,16,13,12,14,20
L,43,83,0.518,4,21,0.19,27,30,0.9,11,43,23,6,3,15,21,45,87,0.517,13,28,0.464,20,25,0.8,4,32,23,8,9,10,21
W,47,85,0.553,21,41,0.512,15,16,0.938,7,37,35,12,5,18,17,44,83,0.53,12,34,0.353,15,20,0.75,8,37,26,12,3,19,18
L,39,82,0.476,17,43,0.395,12,18,0.667,8,38,26,10,6,11,17,38,87,0.437,16,39,0.41,17,21,0.81,16,53,28,9,1,16,13
W,49,89,0.551,14,37,0.378,22,28,0.786,10,44,30,7,2,13,21,51,91,0.56,12,33,0.364,15,24,0.625,7,37,28,5,2,13,21
L,36,91,0.396,13,41,0.317,18,23,0.783,12,50,19,3,6,13,17,39,90,0.433,18,47,0.383,18,21,0.857,9,48,23,7,8,10,20
W,37,86,0.43,11,32,0.344,24,28,0.857,6,47,26,12,7,11,19,38,94,0.404,17,42,0.405,11,16,0.688,15,54,21,6,6,19,20
W,46,87,0.529,13,28,0.464,23,27,0.852,11,44,30,6,4,10,17,43,90,0.478,12,34,0.353,21,25,0.84,15,43,22,5,3,12,24
W,40,83,0.482,18,45,0.4,18,18,1,7,41,30,9,6,10,20,36,91,0.396,15,43,0.349,16,19,0.842,15,47,24,5,3,13,19
W,47,89,0.528,12,35,0.343,24,28,0.857,8,50,35,3,5,13,19,41,96,0.427,11,39,0.282,20,21,0.952,7,38,23,8,6,10,23
L,40,95,0.421,13,41,0.317,16,19,0.842,11,42,20,6,3,8,18,47,91,0.516,16,36,0.444,18,20,0.9,8,50,24,3,2,10,17
L,41,96,0.427,17,42,0.405,15,17,0.882,14,53,18,5,1,16,11,48,98,0.49,15,37,0.405,6,12,0.5,8,45,19,9,11,10,18
L,41,84,0.488,20,43,0.465,16,26,0.615,6,39,21,6,6,13,25,44,98,0.449,14,37,0.378,22,27,0.815,15,55,23,7,3,12,21
L,41,95,0.432,13,37,0.351,14,15,0.933,10,51,18,8,4,13,18,40,89,0.449,15,34,0.441,18,26,0.692,12,51,23,10,3,12,15
W,41,66,0.621,16,31,0.516,27,33,0.818,2,35,27,10,5,17,24,42,92,0.457,14,41,0.341,21,23,0.913,10,33,21,8,1,12,23
W,42,89,0.472,12,33,0.364,19,25,0.76,13,51,32,4,8,7,19,39,96,0.406,18,44,0.409,11,14,0.786,10,45,21,4,5,9,20
W,48,79,0.608,12,28,0.429,20,27,0.741,3,43,33,3,9,11,19,43,101,0.426,8,31,0.258,22,27,0.815,16,46,21,7,2,8,19
W,41,87,0.471,14,34,0.412,9,15,0.6,8,52,26,6,8,9,16,34,98,0.347,11,41,0.268,12,17,0.706,19,52,24,7,4,9,13
W,47,83,0.566,16,30,0.533,13,17,0.765,4,37,35,9,9,12,20,38,85,0.447,12,39,0.308,21,31,0.677,11,45,16,8,5,14,14
L,39,85,0.459,13,27,0.481,16,23,0.696,5,40,28,7,4,19,26,41,87,0.471,8,28,0.286,23,30,0.767,10,47,22,11,8,16,25
L,46,95,0.484,13,37,0.351,15,28,0.536,7,43,28,5,3,14,25,48,95,0.505,11,31,0.355,23,29,0.793,11,54,25,8,0,13,21
L,47,97,0.485,8,32,0.25,11,13,0.846,13,47,27,6,4,13,26,37,85,0.435,9,25,0.36,37,38,0.974,11,45,19,6,3,10,14
L,37,84,0.44,10,37,0.27,23,26,0.885,8,47,25,6,6,19,28,38,87,0.437,15,36,0.417,24,32,0.75,5,37,26,7,1,14,23
L,42,84,0.5,14,29,0.483,32,41,0.78,9,37,27,8,4,14,27,50,92,0.543,14,36,0.389,19,25,0.76,9,44,34,9,3,15,27
W,49,89,0.551,16,33,0.485,16,21,0.762,8,43,35,9,3,16,19,42,88,0.477,13,36,0.361,12,21,0.571,11,43,17,9,3,20,22
W,43,104,0.413,12,33,0.364,25,34,0.735,13,49,27,9,3,7,22,40,81,0.494,14,32,0.438,28,31,0.903,7,51,25,5,9,20,24
L,47,94,0.5,16,37,0.432,26,35,0.743,9,35,27,9,2,13,27,50,81,0.617,18,29,0.621,23,33,0.697,1,35,33,9,6,16,21
L,41,88,0.466,11,29,0.379,14,16,0.875,7,38,22,9,4,17,24,41,86,0.477,12,32,0.375,22,30,0.733,11,49,21,11,4,21,22
L,44,99,0.444,15,40,0.375,21,28,0.75,7,39,25,9,2,6,24,46,93,0.495,16,43,0.372,20,26,0.769,10,61,32,3,5,16,24
W,48,92,0.522,15,34,0.441,17,28,0.607,14,53,29,3,3,7,23,39,87,0.448,4,27,0.148,25,30,0.833,8,42,21,3,6,6,22
L,39,92,0.424,14,42,0.333,9,14,0.643,12,50,23,5,5,14,14,48,96,0.5,15,31,0.484,10,11,0.909,5,44,27,11,5,8,14
L,33,85,0.388,5,26,0.192,17,23,0.739,12,50,19,7,3,20,22,37,88,0.42,12,37,0.324,21,29,0.724,8,44,16,13,4,13,17
L,37,92,0.402,13,38,0.342,19,21,0.905,11,39,29,11,2,11,20,46,89,0.517,17,43,0.395,15,24,0.625,12,50,27,7,4,14,17
L,31,85,0.365,7,28,0.25,31,38,0.816,13,47,13,6,4,12,27,39,87,0.448,12,37,0.324,26,34,0.765,12,47,16,5,4,13,30
W,56,108,0.519,12,39,0.308,25,32,0.781,11,39,24,10,2,7,22,50,88,0.568,19,36,0.528,27,33,0.818,7,45,33,6,5,17,24
L,46,83,0.554,16,40,0.4,13,17,0.765,6,39,32,2,5,13,21,44,95,0.463,21,46,0.457,23,23,1,14,44,19,6,1,9,19
W,35,84,0.417,15,37,0.405,18,25,0.72,14,49,20,6,5,17,17,36,83,0.434,12,35,0.343,16,22,0.727,9,44,24,11,2,13,21
L,33,89,0.371,8,33,0.242,21,24,0.875,12,40,19,7,9,17,20,43,86,0.5,16,36,0.444,20,23,0.87,9,48,27,9,7,16,20
L,34,90,0.378,9,40,0.225,20,28,0.714,12,48,22,6,5,14,18,42,99,0.424,15,36,0.417,20,26,0.769,18,59,21,6,6,11,25
W,36,86,0.419,6,26,0.231,27,36,0.75,10,47,23,8,4,13,21,36,85,0.424,9,30,0.3,20,24,0.833,10,50,23,6,3,16,26
L,42,93,0.452,12,41,0.293,19,23,0.826,12,46,26,7,3,14,20,49,93,0.527,19,32,0.594,20,23,0.87,9,46,28,5,5,12,17
L,34,89,0.382,9,34,0.265,14,20,0.7,9,46,20,5,5,14,18,44,98,0.449,6,24,0.25,15,22,0.682,15,65,22,11,4,11,22
W,33,83,0.398,7,30,0.233,31,36,0.861,9,54,24,9,3,16,25,32,90,0.356,9,35,0.257,18,30,0.6,14,50,14,5,2,17,27
W,48,92,0.522,12,30,0.4,23,31,0.742,10,47,25,14,2,15,24,43,91,0.473,8,37,0.216,25,34,0.735,9,41,23,9,5,18,22
W,44,86,0.512,15,33,0.455,27,34,0.794,9,45,31,7,3,13,20,48,92,0.522,17,38,0.447,15,18,0.833,10,42,23,7,7,11,26
W,45,89,0.506,6,26,0.231,22,29,0.759,12,54,23,8,3,17,19,37,103,0.359,19,55,0.345,18,25,0.72,17,50,19,10,7,12,22
W,47,96,0.49,9,25,0.36,24,33,0.727,5,49,25,9,4,16,25,49,104,0.471,15,44,0.341,11,17,0.647,12,45,29,9,11,20,29
L,47,88,0.534,11,20,0.55,11,16,0.688,6,36,32,5,1,13,16,54,94,0.574,19,38,0.5,8,13,0.615,7,46,26,7,5,10,22
W,41,86,0.477,8,26,0.308,22,25,0.88,10,42,24,9,2,11,20,37,85,0.435,15,38,0.395,21,24,0.875,12,44,23,6,7,18,20
W,44,98,0.449,13,33,0.394,27,34,0.794,15,57,27,6,6,16,24,41,95,0.432,11,35,0.314,19,29,0.655,12,50,23,9,10,18,29
L,38,84,0.452,9,32,0.281,25,29,0.862,7,36,16,10,5,14,22,42,89,0.472,10,30,0.333,17,24,0.708,13,49,25,7,0,18,25
L,41,81,0.506,11,31,0.355,18,25,0.72,4,37,29,8,3,22,20,47,95,0.495,13,29,0.448,18,23,0.783,9,44,26,15,1,11,21
